,user_id,item_id,rating
17811,325,525,5
17812,234,427,4
17813,151,356,2
17814,435,1217,3
17815,29,874,4
17816,393,1215,3
17817,416,1407,2
17818,94,17,2
17819,432,411,3
17820,405,1421,1
17821,56,728,3
17822,90,421,4
17823,95,229,3
17824,250,56,4
17825,42,95,5
17826,398,162,5
17827,193,56,1
17828,38,133,2
17829,331,11,2
17830,293,226,1
17831,29,302,4
17832,95,79,4
17833,194,568,2
17834,293,1042,3
17835,102,636,3
17836,405,1178,1
17837,174,768,1
17838,58,1103,5
17839,222,218,5
17840,426,614,4
17841,327,411,3
17842,186,300,5
17843,339,182,5
17844,21,148,1
17845,271,221,3
17846,445,628,1
17847,332,265,4
17848,72,51,4
17849,363,96,5
17850,6,269,4
17851,262,365,4
17852,22,194,5
17853,446,332,3
17854,327,634,5
17855,59,209,5
17856,269,716,4
17857,58,311,4
17858,5,410,1
17859,213,238,5
17860,345,311,5
17861,303,765,3
17862,6,87,4
17863,405,1557,1
17864,103,69,3
17865,263,195,5
17866,118,421,4
17867,279,1247,2
17868,201,71,3
17869,174,216,5
17870,327,219,4
17871,145,195,5
17872,356,333,5
17873,31,79,2
17874,217,391,4
17875,234,1126,4
17876,314,1178,2
17877,85,418,3
17878,308,191,4
17879,130,385,5
17880,256,237,4
17881,417,563,2
17882,126,751,4
17883,301,631,1
17884,425,323,2
17885,81,756,1
17886,445,919,1
17887,151,1113,4
17888,342,1300,1
17889,399,389,3
17890,375,300,4
17891,181,284,2
17892,201,559,2
17893,128,284,3
17894,379,530,5
17895,435,252,2
17896,405,579,1
17897,437,197,5
17898,417,47,3
17899,276,8,4
17900,450,100,4
17901,114,100,5
17902,308,484,3
17903,45,1060,3
17904,193,147,2
17905,235,652,4
17906,293,710,3
17907,388,117,5
17908,10,127,5
17909,260,313,5
17910,198,154,4
17911,5,369,1
17912,449,291,2
17913,183,54,2
17914,268,55,4
17915,262,200,3
17916,293,1017,3
17917,95,1090,1
17918,161,187,3
17919,405,386,3
17920,18,432,4
17921,232,493,4
17922,246,3,2
17923,342,1009,1
17924,181,984,1
17925,1,243,1
17926,429,967,4
17927,106,684,4
17928,161,508,2
17929,374,150,4
17930,280,476,5
17931,102,930,2
17932,181,1333,1
17933,256,473,5
17934,224,962,2
17935,157,1258,5
17936,47,306,4
17937,144,531,5
17938,22,195,4
17939,222,127,5
17940,396,328,4
17941,59,101,5
17942,327,265,2
17943,156,11,2
17944,65,7,1
17945,320,161,4
17946,13,874,5
17947,59,33,3
17948,194,482,3
17949,263,528,4
17950,114,640,2
17951,130,717,3
17952,144,707,3
17953,119,40,4
17954,342,762,2
17955,436,133,3
17956,290,210,5
17957,417,29,2
17958,234,1078,2
17959,217,121,1
17960,439,125,3
17961,404,313,5
17962,94,541,3
17963,62,514,3
17964,44,412,1
17965,178,214,1
17966,62,216,4
17967,13,821,3
17968,223,300,3
17969,417,544,3
17970,181,873,1
17971,270,176,4
17972,425,475,5
17973,221,3,4
17974,59,427,5
17975,109,162,2
17976,82,8,4
17977,224,162,4
17978,150,410,4
17979,178,258,4
17980,109,546,3
17981,291,384,4
17982,291,24,5
17983,222,373,3
17984,10,133,5
17985,269,998,5
17986,108,14,5
17987,378,449,3
17988,405,510,1
17989,90,904,3
17990,89,268,5
17991,159,310,5
17992,450,58,3
17993,429,744,4
17994,315,31,3
17995,100,313,5
17996,393,55,4
17997,197,313,4
17998,314,795,4
17999,387,202,3
18000,85,420,4
18001,13,682,1
18002,290,588,4
18003,244,1209,3
18004,18,923,5
18005,130,44,4
18006,405,467,4
18007,330,22,5
18008,450,142,5
18009,315,194,4
18010,6,318,4
18011,178,597,4
18012,407,493,3
18013,325,286,4
18014,41,209,4
18015,181,308,1
18016,214,346,3
18017,342,134,4
18018,339,258,3
18019,405,765,1
18020,431,748,4
18021,379,2,3
18022,430,656,4
18023,63,126,3
18024,271,70,5
18025,406,40,3
18026,329,288,2
18027,425,172,5
18028,276,697,2
18029,295,1039,4
18030,57,321,4
18031,350,286,5
18032,413,628,4
18033,95,43,2
18034,24,9,5
18035,395,892,3
18036,150,278,2
18037,428,332,4
18038,393,27,4
18039,450,801,4
18040,115,431,4
18041,326,530,5
18042,270,237,1
18043,391,286,4
18044,442,554,2
18045,326,1231,3
18046,161,191,2
18047,19,258,4
18048,64,385,4
18049,15,411,2
18050,326,527,5
18051,249,168,4
18052,13,449,4
18053,445,204,3
18054,445,1591,4
18055,165,91,4
18056,367,452,4
18057,342,772,1
18058,328,639,2
18059,115,50,5
18060,299,276,4
18061,450,216,5
18062,326,197,1
18063,158,186,3
18064,354,651,3
18065,271,882,3
18066,327,13,2
18067,450,785,3
18068,401,100,4
18069,158,239,3
18070,426,211,4
18071,450,162,5
18072,405,1562,1
18073,293,649,4
18074,268,194,4
18075,334,476,3
18076,239,663,5
18077,418,269,5
18078,226,258,5
18079,384,343,3
18080,447,70,3
18081,405,768,3
18082,103,234,3
18083,389,136,4
18084,395,255,3
18085,450,144,5
18086,193,307,4
18087,313,586,2
18088,216,168,4
18089,303,248,2
18090,268,40,3
18091,308,154,4
18092,269,741,5
18093,181,337,1
18094,406,410,4
18095,145,301,4
18096,392,166,5
18097,416,975,2
18098,56,7,5
18099,365,742,3
18100,34,329,5
18101,311,1035,4
18102,21,396,2
18103,18,514,5
18104,389,756,2
18105,82,294,4
18106,363,741,3
18107,293,426,1
18108,122,382,3
18109,407,222,4
18110,145,258,4
18111,206,690,2
18112,151,461,4
18113,87,1184,3
18114,450,462,4
18115,60,417,4
18116,425,83,2
18117,87,702,3
18118,82,289,1
18119,117,25,4
18120,342,508,3
18121,144,750,4
18122,276,562,3
18123,382,137,2
18124,349,1117,3
18125,62,462,2
18126,363,792,4
18127,43,285,4
18128,299,954,3
18129,431,538,4
18130,339,1244,4
18131,367,219,4
18132,268,198,4
18133,183,257,2
18134,425,250,4
18135,198,218,3
18136,299,52,4
18137,243,83,4
18138,192,277,3
18139,64,230,5
18140,278,294,4
18141,291,729,4
18142,387,294,2
18143,445,408,3
18144,13,828,1
18145,379,199,4
18146,425,313,1
18147,163,347,4
18148,297,326,2
18149,186,299,3
18150,425,56,5
18151,363,215,3
18152,6,276,2
18153,85,216,3
18154,15,744,4
18155,429,1296,2
18156,407,238,5
18157,385,29,1
18158,354,197,4
18159,249,83,5
18160,405,1175,1
18161,280,431,4
18162,409,965,2
18163,402,235,3
18164,373,82,1
18165,204,304,3
18166,363,461,3
18167,184,9,5
18168,13,787,3
18169,174,56,5
18170,119,741,4
18171,18,487,4
18172,432,274,3
18173,207,628,3
18174,307,195,3
18175,280,153,5
18176,294,825,3
18177,114,210,3
18178,59,582,4
18179,416,405,5
18180,303,158,3
18181,167,568,3
18182,449,137,5
18183,245,240,1
18184,286,824,1
18185,286,421,1
18186,155,292,3
18187,450,384,3
18188,416,842,4
18189,86,289,3
18190,13,450,3
18191,135,943,3
18192,301,222,4
18193,234,588,3
18194,102,79,2
18195,416,568,4
18196,280,977,3
18197,294,358,2
18198,59,764,4
18199,201,413,3
18200,43,409,3
18201,450,739,4
18202,10,98,4
18203,200,125,5
18204,152,483,5
18205,11,94,3
18206,318,708,4
18207,18,234,3
18208,267,168,4
18209,158,410,3
18210,297,435,3
18211,13,839,1
18212,105,752,3
18213,330,174,5
18214,280,274,5
18215,185,515,4
18216,64,154,4
18217,267,172,5
18218,395,924,4
18219,263,168,5
18220,256,476,4
18221,311,1479,3
18222,60,77,4
18223,345,71,3
18224,128,282,3
18225,286,275,4
18226,344,472,3
18227,184,515,5
18228,7,480,4
18229,151,432,5
18230,42,230,5
18231,429,423,4
18232,123,482,4
18233,422,276,5
18234,305,246,3
18235,451,289,1
18236,21,741,3
18237,109,58,4
18238,92,28,3
18239,6,534,4
18240,1,154,5
18241,352,568,5
18242,138,318,5
18243,393,38,4
18244,7,307,5
18245,214,246,2
18246,230,228,2
18247,450,1269,4
18248,262,111,4
18249,1,214,4
18250,43,628,3
18251,204,1281,2
18252,5,435,4
18253,11,730,3
18254,194,692,2
18255,437,640,1
18256,184,143,3
18257,409,187,3
18258,385,922,4
18259,223,1197,3
18260,181,261,1
18261,322,272,4
18262,419,173,5
18263,224,196,4
18264,44,229,3
18265,291,244,2
18266,95,328,5
18267,378,241,4
18268,70,511,5
18269,271,516,4
18270,221,258,1
18271,299,543,5
18272,417,207,4
18273,379,1206,2
18274,351,754,5
18275,42,410,3
18276,312,4,3
18277,303,358,2
18278,244,301,2
18279,311,751,3
18280,252,7,4
18281,242,306,5
18282,442,14,1
18283,214,269,3
18284,343,961,4
18285,83,471,3
18286,295,435,5
18287,219,568,1
18288,95,241,3
18289,325,47,3
18290,435,4,4
18291,22,411,1
18292,46,909,5
18293,323,1050,5
18294,59,204,5
18295,406,1010,4
18296,224,727,4
18297,106,699,4
18298,200,755,5
18299,376,274,3
18300,74,124,3
18301,74,333,4
18302,452,25,2
18303,313,946,3
18304,339,192,5
18305,382,9,4
18306,234,284,3
18307,222,591,4
18308,387,210,4
18309,313,550,4
18310,229,312,3
18311,113,678,2
18312,305,423,4
18313,442,39,3
18314,90,143,5
18315,234,194,5
18316,256,724,4
18317,94,768,3
18318,144,1285,3
18319,236,195,2
18320,3,264,2
18321,417,11,5
18322,93,477,5
18323,411,168,5
18324,405,1180,1
18325,425,429,4
18326,375,218,3
18327,429,133,3
18328,405,511,2
18329,214,509,4
18330,207,265,3
18331,389,1074,2
18332,271,117,3
18333,215,357,4
18334,18,705,3
18335,344,896,4
18336,433,173,4
18337,450,179,5
18338,27,295,3
18339,437,584,3
18340,327,589,3
18341,314,327,4
18342,119,977,3
18343,231,924,5
18344,450,38,4
18345,429,321,3
18346,95,191,5
18347,258,748,5
18348,279,1007,4
18349,338,212,4
18350,406,188,4
18351,177,294,4
18352,235,1119,3
18353,114,96,3
18354,181,268,1
18355,399,1220,2
18356,222,833,2
18357,269,216,1
18358,301,252,3
18359,370,257,5
18360,417,541,2
18361,442,229,3
18362,116,137,2
18363,42,413,1
18364,311,785,3
18365,46,538,3
18366,361,156,4
18367,59,513,4
18368,276,569,4
18369,148,713,3
18370,28,70,4
18371,325,234,3
18372,62,229,3
18373,178,241,5
18374,409,684,4
18375,280,73,3
18376,38,424,3
18377,339,603,5
18378,319,880,4
18379,359,405,3
18380,406,50,5
18381,405,1004,1
18382,23,710,4
18383,184,423,4
18384,114,186,3
18385,62,270,2
18386,416,92,3
18387,416,833,3
18388,90,318,5
18389,437,418,3
18390,406,826,3
18391,379,448,4
18392,340,71,5
18393,417,98,5
18394,174,272,5
18395,62,228,3
18396,447,69,4
18397,13,596,3
18398,85,163,3
18399,158,184,3
18400,59,183,5
18401,317,268,3
18402,399,42,2
18403,207,986,3
18404,279,1011,3
18405,442,452,3
18406,115,178,5
18407,236,443,4
18408,90,202,3
18409,347,827,1
18410,305,98,4
18411,449,286,4
18412,141,300,5
18413,97,32,5
18414,407,1028,3
18415,90,879,3
18416,102,444,1
18417,174,1139,2
18418,198,183,5
18419,126,260,1
18420,230,926,3
18421,141,106,5
18422,416,941,3
18423,342,23,5
18424,207,154,2
18425,194,192,5
18426,371,98,5
18427,303,820,3
18428,423,1134,4
18429,389,159,2
18430,332,127,5
18431,38,88,5
18432,297,137,5
18433,409,491,2
18434,328,470,4
18435,122,46,5
18436,201,39,1
18437,387,52,5
18438,60,529,4
18439,254,211,3
18440,381,30,4
18441,217,1228,2
18442,322,591,3
18443,221,461,4
18444,367,258,4
18445,429,710,4
18446,28,436,5
18447,388,310,5
18448,110,748,3
18449,331,947,5
18450,87,118,4
18451,435,675,3
18452,297,687,2
18453,85,215,4
18454,207,1147,4
18455,280,135,4
18456,330,66,5
18457,93,815,4
18458,429,273,4
18459,108,137,5
18460,416,41,3
18461,280,132,4
18462,7,176,3
18463,301,199,4
18464,361,934,3
18465,119,845,4
18466,393,747,4
18467,392,1160,2
18468,407,478,4
18469,308,74,4
18470,375,77,4
18471,452,523,2
18472,58,408,5
18473,394,217,5
18474,13,604,5
18475,379,239,4
18476,318,229,1
18477,62,168,5
18478,410,286,4
18479,291,181,5
18480,330,419,5
18481,254,132,4
18482,387,2,4
18483,429,1425,3
18484,413,260,1
18485,425,759,2
18486,234,927,4
18487,234,673,4
18488,333,315,5
18489,82,199,4
18490,416,51,5
18491,13,589,3
18492,244,145,3
18493,345,846,4
18494,379,83,4
18495,454,493,2
18496,5,214,3
18497,325,526,3
18498,194,1093,3
18499,366,7,2
18500,13,481,3
18501,409,381,2
18502,290,449,1
18503,161,276,5
18504,338,132,2
18505,291,92,4
18506,416,506,5
18507,305,856,5
18508,416,284,4
18509,270,740,5
18510,453,1032,1
18511,130,268,4
18512,451,269,2
18513,167,204,4
18514,389,275,5
18515,311,44,3
18516,168,619,3
18517,253,89,4
18518,16,357,5
18519,264,654,5
18520,10,652,3
18521,454,1063,4
18522,414,100,5
18523,225,22,5
18524,389,71,4
18525,158,148,4
18526,95,286,5
18527,435,628,5
18528,7,418,4
18529,125,283,5
18530,100,292,2
18531,85,984,2
18532,413,301,3
18533,246,232,3
18534,347,475,4
18535,409,937,2
18536,323,243,1
18537,6,524,3
18538,414,264,3
18539,207,866,3
18540,207,978,3
18541,13,477,4
18542,453,421,4
18543,429,144,4
18544,429,499,4
18545,134,15,5
18546,239,207,5
18547,118,134,5
18548,216,9,4
18549,385,794,2
18550,128,763,4
18551,208,367,2
18552,295,115,5
18553,276,578,4
18554,249,249,4
18555,299,59,5
18556,59,732,3
18557,151,189,5
18558,378,405,3
18559,398,1450,5
18560,97,661,5
18561,323,875,3
18562,450,659,5
18563,380,474,4
18564,189,127,4
18565,117,257,5
18566,198,381,3
18567,435,273,5
18568,409,654,3
18569,128,614,3
18570,14,716,5
18571,95,716,3
18572,409,154,5
18573,450,252,3
18574,338,170,5
18575,201,655,4
18576,382,481,5
18577,174,138,1
18578,85,317,3
18579,82,481,5
18580,295,290,4
18581,407,161,2
18582,222,159,3
18583,194,780,2
18584,271,423,4
18585,3,349,3
18586,417,425,4
18587,75,742,1
18588,94,696,4
18589,14,283,4
18590,450,1160,5
18591,314,1165,2
18592,268,800,1
18593,229,340,4
18594,197,259,1
18595,268,38,1
18596,42,77,5
18597,130,41,3
18598,412,173,5
18599,222,281,3
18600,248,405,4
18601,264,179,5
18602,435,760,1
18603,307,214,5
18604,118,217,3
18605,355,307,4
18606,445,123,1
18607,394,559,4
18608,83,35,1
18609,406,942,4
18610,373,1079,4
18611,429,455,3
18612,200,420,5
18613,405,530,1
18614,20,98,3
18615,24,358,3
18616,301,737,2
18617,366,56,5
18618,198,559,3
18619,16,629,4
18620,268,233,3
18621,432,546,3
18622,407,68,4
18623,41,181,4
18624,269,396,4
18625,246,930,2
18626,429,162,4
18627,405,652,1
18628,1,161,4
18629,56,164,4
18630,392,129,4
18631,181,472,1
18632,7,541,2
18633,214,324,5
18634,154,708,4
18635,327,313,4
18636,293,1226,3
18637,45,108,4
18638,178,458,3
18639,303,452,2
18640,119,717,3
18641,361,513,5
18642,298,596,3
18643,70,69,4
18644,151,420,5
18645,292,135,4
18646,416,71,4
18647,451,323,4
18648,393,725,2
18649,450,566,4
18650,197,665,4
18651,181,985,1
18652,378,921,4
18653,185,447,4
18654,130,230,3
18655,374,1042,5
18656,347,959,5
18657,237,185,4
18658,82,240,1
18659,387,69,3
18660,22,168,5
18661,145,933,1
18662,104,713,3
18663,267,294,3
18664,222,261,1
18665,262,923,4
18666,43,215,5
18667,275,451,3
18668,303,152,4
18669,144,160,2
18670,391,238,5
18671,452,1109,2
18672,330,77,4
18673,197,323,3
18674,409,181,4
18675,442,559,2
18676,210,179,3
18677,453,125,3
18678,184,517,4
18679,381,135,5
18680,447,823,3
18681,454,182,3
18682,16,195,5
18683,447,544,4
18684,233,56,5
18685,345,312,3
18686,405,1550,3
18687,301,831,4
18688,451,882,1
18689,5,364,1
18690,325,100,4
18691,345,972,4
18692,454,418,3
18693,328,474,4
18694,234,472,2
18695,450,496,5
18696,407,82,3
18697,374,230,5
18698,158,204,4
18699,286,949,4
18700,243,778,4
18701,305,527,5
18702,38,234,5
18703,393,100,1
18704,82,1164,2
18705,13,516,5
18706,325,507,3
18707,387,83,4
18708,286,423,4
18709,276,803,2
18710,312,968,5
18711,417,1039,3
18712,145,1002,1
18713,87,201,2
18714,332,120,4
18715,161,135,2
18716,450,679,1
18717,341,887,5
18718,56,77,3
18719,343,921,4
18720,365,948,1
18721,325,99,5
18722,168,742,5
18723,64,232,2
18724,185,275,4
18725,293,653,5
18726,216,652,4
18727,293,637,3
18728,269,176,2
18729,1,62,3
18730,275,946,3
18731,393,840,4
18732,337,1016,4
18733,253,79,5
18734,198,174,5
18735,450,387,5
18736,234,848,3
18737,174,347,4
18738,96,1154,5
18739,279,616,3
18740,156,48,4
18741,437,1113,4
18742,394,552,3
18743,295,395,4
18744,327,226,3
18745,318,517,3
18746,393,148,4
18747,332,53,3
18748,393,41,4
18749,44,147,4
18750,405,522,1
18751,154,527,4
18752,312,179,5
18753,26,13,3
18754,85,511,4
18755,234,1459,3
18756,436,658,5
18757,125,568,5
18758,429,219,4
18759,389,4,4
18760,453,98,4
18761,271,272,3
18762,234,751,2
18763,238,258,3
18764,371,79,5
18765,303,759,1
18766,263,188,5
18767,416,117,5
18768,354,52,5
18769,22,204,5
18770,198,1094,1
18771,452,152,2
18772,344,251,5
18773,435,160,5
18774,455,135,5
18775,195,55,4
18776,233,515,5
18777,174,597,3
18778,450,908,1
18779,65,429,4
18780,198,501,4
18781,417,628,3
18782,360,269,4
18783,261,1237,3
18784,416,1092,3
18785,347,25,2
18786,196,1118,4
18787,39,300,3
18788,405,1424,1
18789,438,15,4
18790,444,50,5
18791,49,100,4
18792,277,274,4
18793,125,88,5
18794,344,486,4
18795,334,628,4
18796,90,45,3
18797,280,655,3
18798,89,952,2
18799,346,186,3
18800,195,132,5
18801,399,274,3
18802,160,218,4
18803,193,260,1
18804,344,255,4
18805,17,744,3
18806,311,265,5
18807,160,603,4
18808,175,132,3
18809,413,7,3
18810,43,56,5
18811,396,986,4
18812,120,148,3
18813,379,4,5
18814,190,895,3
18815,99,978,3
18816,429,467,4
18817,193,352,1
18818,269,498,4
18819,435,188,4
18820,174,122,1
18821,13,109,4
18822,13,431,1
18823,116,730,4
18824,445,12,2
18825,314,781,3
18826,318,697,5
18827,58,13,3
18828,354,136,5
18829,158,235,1
18830,87,628,4
18831,294,749,3
18832,26,742,3
18833,378,12,5
18834,334,135,4
18835,279,40,4
18836,366,184,4
18837,406,1267,3
18838,255,441,2
18839,450,265,5
18840,232,919,3
18841,246,176,4
18842,361,435,5
18843,412,634,5
18844,449,1009,4
18845,450,1226,4
18846,64,311,2
18847,216,928,3
18848,265,591,5
18849,30,7,4
18850,429,410,4
18851,64,4,3
18852,403,258,4
18853,445,763,2
18854,269,597,1
18855,417,614,3
18856,301,179,3
18857,234,651,4
18858,104,331,3
18859,406,732,4
18860,206,309,2
18861,167,235,3
18862,70,625,3
18863,4,354,5
18864,330,161,4
18865,95,443,3
18866,181,841,1
18867,417,127,4
18868,454,633,2
18869,389,699,5
18870,158,154,4
18871,405,217,1
18872,157,268,5
18873,102,363,2
18874,327,1131,4
18875,379,23,4
18876,276,876,3
18877,200,140,4
18878,454,181,3
18879,308,226,3
18880,79,1017,3
18881,99,406,3
18882,292,190,5
18883,296,652,4
18884,89,815,4
18885,299,175,5
18886,92,1012,4
18887,361,654,4
18888,303,1187,4
18889,416,959,5
18890,227,1017,4
18891,64,52,3
18892,435,554,3
18893,296,89,5
18894,303,229,3
18895,228,272,5
18896,319,333,4
18897,94,161,3
18898,321,14,3
18899,448,1294,1
18900,452,495,4
18901,267,80,4
18902,92,802,2
18903,337,121,5
18904,102,720,2
18905,279,273,2
18906,450,183,4
18907,310,222,3
18908,154,479,4
18909,83,405,5
18910,43,732,4
18911,268,97,4
18912,92,410,3
18913,43,77,3
18914,407,476,2
18915,234,1456,4
18916,164,237,2
18917,330,527,3
18918,373,709,5
18919,271,644,3
18920,130,295,3
18921,193,928,2
18922,160,50,4
18923,439,14,5
18924,307,186,5
18925,432,1047,5
18926,416,332,4
18927,145,739,2
18928,429,1224,2
18929,75,411,5
18930,405,88,3
18931,445,1245,1
18932,363,91,4
18933,436,433,5
18934,393,831,1
18935,173,879,5
18936,382,639,3
18937,336,1098,3
18938,416,64,5
18939,26,1008,3
18940,380,483,4
18941,436,1206,3
18942,303,809,2
18943,246,743,1
18944,73,518,5
18945,389,1518,2
18946,48,71,3
18947,334,319,3
18948,406,164,5
18949,267,228,5
18950,18,527,4
18951,314,739,5
18952,385,942,2
18953,246,265,4
18954,130,1273,2
18955,330,95,5
18956,5,209,5
18957,297,70,5
18958,87,120,2
18959,178,895,3
18960,332,684,5
18961,321,730,3
18962,437,451,5
18963,320,62,4
18964,447,148,4
18965,401,70,4
18966,251,288,4
18967,110,1188,4
18968,314,409,4
18969,94,1147,4
18970,436,503,4
18971,347,241,3
18972,452,134,3
18973,130,202,5
18974,423,269,3
18975,276,581,4
18976,222,222,4
18977,280,288,5
18978,244,566,4
18979,295,371,4
18980,423,15,4
18981,168,259,2
18982,205,328,3
18983,183,294,3
18984,167,949,1
18985,452,736,3
18986,193,327,1
18987,349,288,3
18988,391,748,3
18989,398,58,4
18990,140,872,3
18991,440,886,5
18992,374,369,1
18993,320,38,4
18994,244,40,2
18995,308,686,4
18996,224,686,4
18997,397,327,2
18998,271,312,2
18999,11,51,4
19000,344,535,3
19001,109,1023,2
19002,199,989,1
19003,43,950,3
19004,181,147,1
19005,258,690,4
19006,450,1037,2
19007,60,478,3
19008,85,1131,4
19009,62,763,1
19010,362,294,3
19011,326,525,5
19012,176,270,4
19013,81,222,2
19014,95,560,1
19015,21,327,3
19016,416,174,5
19017,397,183,4
19018,129,288,1
19019,354,211,2
19020,409,203,5
19021,119,282,5
19022,224,1441,3
19023,301,743,2
19024,350,604,5
19025,325,133,3
19026,121,275,4
19027,396,977,3
19028,211,228,3
19029,52,742,4
19030,313,66,1
19031,448,360,4
19032,269,568,2
19033,326,603,4
19034,13,878,1
19035,286,91,4
19036,254,561,3
19037,392,8,5
19038,92,412,2
19039,392,511,5
19040,417,545,1
19041,401,65,4
19042,385,403,3
19043,214,185,5
19044,416,301,5
19045,87,4,5
19046,311,604,3
19047,210,127,5
19048,303,1210,1
19049,387,458,1
19050,354,740,4
19051,90,33,4
19052,144,942,4
19053,422,379,2
19054,26,926,2
19055,425,281,2
19056,130,68,5
19057,71,154,3
19058,407,746,4
19059,423,348,3
19060,374,717,3
19061,119,1261,4
19062,345,476,3
19063,43,879,4
19064,239,736,5
19065,145,431,5
19066,276,124,5
19067,68,125,1
19068,109,214,1
19069,347,127,5
19070,387,39,3
19071,125,1060,4
19072,393,54,4
19073,377,164,4
19074,265,934,3
19075,222,70,3
19076,258,289,2
19077,115,77,2
19078,405,318,5
19079,299,56,4
19080,405,670,1
19081,221,403,4
19082,211,69,3
19083,313,403,3
19084,398,65,3
19085,385,523,4
19086,299,170,5
19087,232,270,3
19088,130,721,3
19089,92,455,2
19090,326,48,3
19091,437,696,3
19092,395,64,5
19093,224,11,3
19094,200,393,4
19095,56,372,3
19096,354,584,5
19097,453,248,4
19098,27,325,2
19099,287,340,5
19100,115,269,3
19101,379,157,4
19102,334,449,3
19103,363,554,1
19104,106,956,3
19105,194,180,3
19106,72,38,3
19107,194,951,3
19108,181,278,2
19109,49,413,1
19110,357,977,5
19111,408,258,3
19112,92,209,5
19113,348,1061,5
19114,442,41,4
19115,194,64,5
19116,61,347,5
19117,48,228,3
19118,399,475,5
19119,58,89,3
19120,43,155,4
19121,455,629,3
19122,374,310,5
19123,115,22,3
19124,18,961,3
19125,409,87,3
19126,389,142,3
19127,11,191,4
19128,26,1009,2
19129,387,203,4
19130,236,69,5
19131,130,564,4
19132,244,739,3
19133,416,266,3
19134,193,194,4
19135,119,1160,5
19136,290,742,2
19137,307,82,4
19138,189,820,1
19139,391,127,5
19140,318,792,2
19141,342,815,4
19142,373,100,3
19143,326,86,2
19144,312,204,4
19145,314,88,5
19146,308,284,4
19147,269,1154,3
19148,374,168,1
19149,167,719,1
19150,81,147,4
19151,94,92,4
19152,82,513,4
19153,422,200,5
19154,303,268,5
19155,322,514,4
19156,213,100,5
19157,148,588,4
19158,270,181,4
19159,230,70,4
19160,85,95,4
19161,253,333,2
19162,251,252,3
19163,16,496,5
19164,373,559,3
19165,442,578,2
19166,5,391,4
19167,301,176,4
19168,344,295,3
19169,49,268,3
19170,255,234,5
19171,151,729,4
19172,23,50,4
19173,160,1073,4
19174,273,305,4
19175,7,653,4
19176,374,544,1
19177,58,120,2
19178,405,28,4
19179,271,485,4
19180,301,443,4
19181,394,228,5
19182,313,516,4
19183,262,1048,2
19184,326,615,4
19185,338,435,4
19186,160,1016,4
19187,299,607,4
19188,256,1090,2
19189,145,620,3
19190,391,507,4
19191,60,199,5
19192,328,7,4
19193,51,485,1
19194,62,14,4
19195,301,552,3
19196,91,97,5
19197,392,298,1
19198,184,742,3
19199,380,114,3
19200,222,120,2
19201,405,437,1
19202,389,151,4
19203,222,763,3
19204,14,285,5
19205,363,154,4
19206,298,99,3
19207,93,125,1
19208,380,465,4
19209,287,208,4
19210,301,120,2
19211,141,290,1
19212,335,288,4
19213,374,233,3
19214,222,403,3
19215,435,173,5
19216,274,471,4
19217,433,50,5
19218,297,118,3
19219,450,194,5
19220,377,1105,3
19221,293,924,2
19222,436,742,5
19223,22,871,3
19224,222,808,3
19225,37,948,4
19226,62,162,4
19227,389,1286,5
19228,448,262,4
19229,457,182,4
19230,235,79,4
19231,447,234,4
19232,454,161,4
19233,456,175,3
19234,6,100,5
19235,342,160,3
19236,397,117,3
19237,181,690,3
19238,334,408,4
19239,425,259,1
19240,206,313,5
19241,379,82,4
19242,450,902,4
19243,417,762,3
19244,405,192,5
19245,96,96,4
19246,387,55,3
19247,62,921,2
19248,145,796,3
19249,258,272,5
19250,324,9,5
19251,339,196,4
19252,358,59,4
19253,125,50,5
19254,417,1047,4
19255,426,429,5
19256,287,748,4
19257,405,1586,1
19258,303,185,5
19259,25,275,4
19260,24,117,4
19261,60,1123,4
19262,416,734,3
19263,192,258,5
19264,406,647,5
19265,286,214,1
19266,283,194,4
19267,12,318,5
19268,414,294,2
19269,154,135,5
19270,91,357,5
19271,440,1038,5
19272,343,100,5
19273,267,727,4
19274,328,623,3
19275,433,325,2
19276,428,343,2
19277,60,443,4
19278,354,498,4
19279,343,188,4
19280,320,156,5
19281,410,748,2
19282,303,825,3
19283,64,125,2
19284,263,22,5
19285,174,476,4
19286,453,246,5
19287,125,801,3
19288,301,22,4
19289,416,246,4
19290,88,886,5
19291,451,294,5
19292,435,185,4
19293,287,250,3
19294,393,313,4
19295,184,164,3
19296,405,1318,1
19297,276,549,3
19298,420,302,4
19299,444,751,4
19300,417,23,3
19301,234,218,2
19302,394,117,5
19303,426,486,3
19304,34,286,5
19305,366,854,5
19306,114,179,5
19307,233,249,5
19308,354,479,4
19309,378,110,3
19310,92,925,3
19311,401,13,2
19312,148,993,4
19313,73,173,5
19314,55,257,3
19315,217,176,4
19316,94,810,3
19317,207,191,4
19318,123,143,5
19319,442,129,4
19320,99,472,3
19321,429,127,4
19322,76,327,3
19323,201,100,4
19324,436,226,4
19325,287,298,4
19326,157,508,5
19327,343,52,5
19328,437,652,4
19329,393,36,3
19330,206,340,3
19331,98,173,1
19332,425,210,3
19333,130,433,3
19334,450,1263,4
19335,85,250,3
19336,366,219,5
19337,379,270,3
19338,380,449,3
19339,397,657,5
19340,361,173,5
19341,347,721,5
19342,305,237,2
19343,181,986,2
19344,447,100,5
19345,398,152,4
19346,160,969,1
19347,214,340,3
19348,327,344,4
19349,293,747,2
19350,394,97,4
19351,449,282,3
